0,1,2,3,4,5
0.18992239670243274,0.573586081568838,0.44901979705248535,0.014597433333333337,-0.10455863333333335,0.004727866666666667
0.19530393053564762,0.5589269518473908,0.4483047151843515,0.021786766666666665,-0.10393806666666668,0.015606733333333336
0.19603771169568682,0.5447167525005933,0.42662282479777996,0.01741033333333333,-0.1308745333333333,0.025590933333333333
0.2004465491831544,0.5450689067168284,0.41722803457709084,0.012014600000000002,-0.1404755,0.029948999999999996
0.20544262698240479,0.560667447801139,0.4091043697262483,0.006269833333333332,-0.1484013666666667,0.026758833333333336
0.20922815389446828,0.5790674677356269,0.40384825111220735,-0.003381933333333334,-0.14929483333333335,0.026037833333333326
0.2081487307354806,0.5874780762191271,0.385427888085569,-0.016450266666666664,-0.15831769999999998,0.02703613333333333
0.21050510813399098,0.5935161527682989,0.3586725960648688,-0.027518633333333334,-0.17484876666666668,0.0269379
0.21113643377176314,0.596504273745001,0.34147123157140363,-0.04532669999999999,-0.18980279999999997,0.030900633333333337
0.21014469342345876,0.5965198950330811,0.33452517558492345,-0.0693035,-0.18706413333333333,0.0247296
0.21388216973793298,0.5995009976372138,0.32033686887907925,-0.05981393333333333,-0.20075116666666665,0.023435866666666662
0.21587242229320452,0.5992417266348102,0.3089974636072886,-0.05664696666666666,-0.2117357666666666,0.020283933333333334
0.21619559281361098,0.5980746073116022,0.3023653748601054,-0.058761499999999994,-0.22006116666666664,0.020278800000000003
0.2179517535283778,0.6008044413210235,0.29379271879508484,-0.06687156666666666,-0.23275633333333332,0.01980413333333333
0.21963116936335422,0.6009007517952109,0.27764294985378457,-0.07788186666666666,-0.2380459666666667,0.01650616666666667
0.22164409395195983,0.5987484506942553,0.26442579489050916,-0.0911457,-0.24302326666666668,0.01399993333333333
0.2263286733328542,0.5968093866934802,0.25078887554864243,-0.09899060000000001,-0.2474798,0.011560233333333333
0.22700327116223284,0.5914224347123128,0.2406621888174904,-0.10982006666666666,-0.24385946666666664,0.009581933333333332
0.2253857187366498,0.5833251389309949,0.23073380236780702,-0.13385870000000005,-0.24466939999999998,0.012749866666666667
0.22814157836847382,0.5753934524879286,0.20791753284011547,-0.155841,-0.24940483333333333,0.014060800000000004
0.23257531808412832,0.5705211996927182,0.184157366327781,-0.17957233333333333,-0.2531617,0.013216466666666668
0.23934658167116235,0.5682846923655693,0.15503752892078787,-0.21527909999999997,-0.2633134333333333,0.010821166666666666
0.2447979684581348,0.5646591295289519,0.13041130996811118,-0.25180466666666673,-0.26548200000000005,0.0085877
0.24563343935449264,0.5603717217623505,0.11557744368258724,-0.28216820000000004,-0.25875276666666663,0.010563300000000001
0.24559448177054788,0.5570697902910507,0.11266605954996338,-0.30199663333333326,-0.23205906666666667,0.009127266666666665
0.24771364238104,0.5567347082372166,0.12147838616372324,-0.3048946,-0.21973363333333334,0.012085533333333336
0.246364164303375,0.5721453749181554,0.16586996112794772,-0.2545118333333333,-0.20927936666666663,0.020117333333333334
0.24157663428210752,0.5750734406471064,0.20379785047152496,-0.20008223333333336,-0.2124385,0.037068
0.23788400804705076,0.5678183508060896,0.22748658406883784,-0.15422426666666664,-0.22099689999999997,0.0491187
0.23533926407139422,0.560030830975366,0.2593675658018248,-0.1114250666666667,-0.21761336666666672,0.05528533333333333
0.23542336034878655,0.5539494201527224,0.28627358320873664,-0.06400313333333334,-0.21949976666666668,0.058740133333333326
0.23279589123363448,0.5544099542880189,0.3206437779772189,-0.02276373333333333,-0.21360313333333336,0.05578993333333334
0.2284809414143217,0.5553329847770051,0.34895671004618367,0.012795499999999998,-0.2112093333333334,0.053342466666666664
0.22436176527668966,0.549370302565799,0.37095266668947374,0.029540099999999996,-0.22377353333333333,0.0569545
0.22271550844037227,0.5372270602165301,0.3970599315792398,0.05921733333333333,-0.2231375666666667,0.05939173333333334
0.22449205612253711,0.5272401722227473,0.42307519853984404,0.09204470000000001,-0.20637233333333335,0.05599126666666667
0.22618101131496796,0.5241622794465542,0.44662728515774314,0.11705506666666667,-0.20361786666666667,0.05332626666666666
0.22306361078788303,0.5244236005991283,0.47202219483008173,0.13176233333333331,-0.20310710000000004,0.04861020000000002
0.21811973662902825,0.5226666657149706,0.4939522194746988,0.16070416666666665,-0.2140988,0.04565430000000001
0.2100965951824291,0.5092898844436391,0.5142356878175911,0.20258720000000002,-0.22693360000000004,0.05168236666666667
0.20640617096916924,0.4925864196757603,0.5387672342112622,0.24486243333333332,-0.2331907,0.04724133333333334
0.22196528478662447,0.5008099535346698,0.5474002972419522,0.27068533333333333,-0.23402776666666666,0.013537699999999998
